longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN
-0.8345842346597553,1.101929938785772,0.3375660300095364,-1.0057720579739178,-0.9857862699817772,-1.0179823478856456,-1.0323274854195739,-1.406784121550635,0,1,0,0,0
-0.92946902232406,0.9942159432411355,1.049396232936298,-0.6587862795671988,-0.6193642225051437,-0.6220966015482284,-0.5750319993979719,-0.26894400334042834,0,1,0,0,0
-1.1791658319669516,0.46969561711072594,0.9703039881666579,-0.7312086745318773,-0.8084852792672771,-0.8538137446528505,-0.8244659008643003,0.254587551950081,0,0,0,0,1
0.9732206671547746,-0.5559289491621331,-1.7979245787707485,2.8601170504570828,2.7115303897179306,2.0011808709424748,2.166142646924699,-0.14389565293519513,0,1,0,0,0
0.6985541765475953,-0.7526240714610346,1.049396232936298,-0.7784207421354336,-0.6335483017623037,-0.20141455576419134,-0.6218008559229085,-0.7478492242492466,1,0,0,0,0
-0.8545599794311898,1.1581285451568897,-1.2442788653832673,-0.09728353379674885,0.10875184602906991,0.012346646361843799,0.2746022274717091,-0.6923422641702528,0,1,0,0,0
0.6186511974618717,-0.7807233746465935,-0.3742641729172252,1.7733227563985219,1.7730171455358439,1.0341251925242918,2.002451649087421,0.1772142136581504,1,0,0,0,0
0.7135359851261693,-0.8603380670056745,1.2866729672452186,-0.5157749679913781,-0.6548244206480437,-0.637487408101303,-0.6062112370812629,0.4060227337565024,0,0,0,0,1
-1.299020300595537,1.008265594833915,1.6030419463237793,-0.8027143303197877,-0.8581295566673371,-0.8196119523126849,-0.8296624404781822,0.0011793563621748252,0,0,0,1,0
0.7235238575118831,-0.673009379101957,1.8403186806326999,-0.10965951268311795,-0.5697199451050837,-0.3903794584436064,-0.4711012071203351,2.5812542952612363,0,1,0,0,0
0.6386269422332991,-0.7385744198682586,0.8912117433970177,-0.7962971560824111,-0.4515192846287503,-0.00047902576571830875,-0.4607081278925714,-1.0594976771927638,1,0,0,0,0
